('QQQ', 2317.1771721299847, -1091.9639932130199, 391, 1630.362827869998, 0.6086956521739131, '40, 40, 2.0')
('QQQ', 2317.1771721299847, -1091.9639932130199, 391, 1630.362827869998, 0.6086956521739131, '40, 40, 3.0')
('QQQ', 2070.438690129975, -1058.2532546520179, 397, 1656.7513098699974, 0.6070528967254408, '40, 40, 1.0')
('QQQ', 998.5112742270219, -1240.3014393529866, 343, 1422.0487257729992, 0.6064139941690962, '30, 40, 2.0')
('QQQ', 998.5112742270219, -1240.3014393529866, 343, 1422.0487257729992, 0.6064139941690962, '30, 40, 3.0')
('SPY', 590.4846876500161, -1647.5425801349738, 560, 2101.6653123499987, 0.5821428571428572, '80, 40, 1.0')
('VOO', 589.1398138120417, -1575.95230206397, 565, 2192.020186188002, 0.584070796460177, '80, 40, 2.0')
('VOO', 589.1398138120417, -1575.95230206397, 565, 2192.020186188002, 0.584070796460177, '80, 40, 3.0')
('VOO', 565.7723205050384, -1659.496073356972, 573, 2224.1776794950038, 0.5863874345549738, '80, 40, 1.0')
('SPY', 543.383247675023, -1624.326643124974, 553, 2074.8067523249997, 0.5786618444846293, '80, 40, 2.0')
('SPY', 543.383247675023, -1624.326643124974, 553, 2074.8067523249997, 0.5786618444846293, '80, 40, 3.0')
('SPY', 469.61194994698894, -883.8844110339985, 383, 1436.7580500530003, 0.577023498694517, '40, 40, 2.0')
('SPY', 469.61194994698894, -883.8844110339985, 383, 1436.7580500530003, 0.577023498694517, '40, 40, 3.0')
('VOO', 300.1235268219992, -1422.9424268680143, 515, 1993.246473177995, 0.5825242718446602, '60, 40, 3.0')
('VOO', 140.3641377529973, -1400.2388467670137, 521, 2017.3158622469948, 0.5854126679462572, '60, 40, 1.0')
