('TPR', 16790.911857111998, -18.04780736, 42, 874.0381428879997, 0.9047619047619048, '120, 10, 2.0, 8, 3.0')
('LNC', 16400.925097317, -10.98694558, 30, 473.4549026830001, 0.8333333333333334, '120, 24, 2.0, 8, 5.0')
('DXC', 16218.405607525992, -715.2076170420014, 28, 703.6643924739998, 0.8214285714285714, '120, 16, 2.0, 8, 5.0')
('LNC', 16109.670864388001, -10.982479164, 33, 533.019135612, 0.9090909090909091, '120, 24, 2.0, 8, 4.0')
('TPR', 15786.689560032017, -18.04780736, 36, 751.6004399679998, 0.9444444444444444, '120, 16, 2.0, 8, 3.0')
('DISH', 15333.345355548008, -17.795101758, 37, 1152.0846444519996, 0.9459459459459459, '120, 16, 2.0, 8, 3.0')
('DXC', 15264.759496085, -20.744264282000003, 22, 551.360503915, 0.9545454545454546, '120, 24, 2.0, 8, 5.0')
('CZR', 15224.713668091988, -8.855283368, 51, 699.716331908, 0.8235294117647058, '20, 10, 2.0, 8, 4.0')
('TPR', 15106.098600487021, -18.15035172, 42, 878.1713995130001, 0.8333333333333334, '60, 10, 2.0, 8, 4.0')
('PHM', 15084.925810818984, -12.491548739999999, 44, 710.874189181, 0.8863636363636364, '60, 10, 2.0, 8, 4.0')
('LNC', 14843.599105225003, -10.982479164, 34, 545.520894775, 0.9117647058823529, '120, 24, 2.0, 8, 3.0')
('TPR', 14835.662195622026, -18.055384512, 29, 605.457804378, 0.8620689655172413, '120, 16, 2.0, 8, 5.0')
('WHR', 14769.708069838007, -455.1112947140007, 34, 196.32193016200003, 0.8823529411764706, '60, 16, 2.0, 8, 4.0')
('WHR', 14576.360104154004, -262.1797382010001, 33, 190.98989584600002, 0.8484848484848485, '60, 16, 2.0, 8, 5.0')
('SEDG', 14455.121685578006, -4.72710818, 29, 128.61831442199997, 0.8275862068965517, '120, 16, 2.0, 8, 4.0')
('SEDG', 14439.132076810007, -4.7275616000000005, 24, 108.45792318999999, 0.875, '60, 24, 2.0, 8, 4.0')
('MGM', 14416.046835862002, -183.96601467200153, 27, 548.093164138, 0.8148148148148148, '120, 24, 2.0, 8, 5.0')
('PHM', 14397.453354269981, -12.492878772, 47, 760.34664573, 0.8936170212765957, '60, 10, 2.0, 8, 3.0')
('CZR', 14329.942109565984, -8.855283368, 50, 690.3678904340001, 0.78, '20, 10, 2.0, 8, 5.0')
('DXC', 14312.820287034, -1673.8512810050008, 23, 577.5297129660001, 0.8260869565217391, '60, 24, 2.0, 8, 5.0')
('PHM', 14308.129885146987, -12.484953998, 42, 679.9801148529998, 0.8809523809523809, '60, 10, 2.0, 8, 5.0')
('RL', 14228.562176174984, -6.60613493, 49, 377.87782382500006, 0.8367346938775511, '20, 10, 2.0, 8, 4.0')
('RL', 14009.96931189599, -6.605007792, 48, 370.010688104, 0.8125, '20, 10, 2.0, 8, 5.0')
('HPQ', 14004.92128238599, -21.686441425, 48, 1164.5387176140005, 0.7916666666666666, '60, 10, 2.0, 8, 5.0')
('LVS', 13835.768855022008, -4066.188724702005, 36, 684.9011449779999, 0.8333333333333334, '120, 10, 2.0, 8, 4.0')
('DXC', 13750.348596853992, -715.2036640440015, 30, 753.1314031459998, 0.8333333333333334, '120, 16, 2.0, 8, 4.0')
('WHR', 13744.86225233701, -269.25398680199953, 40, 232.17774766300002, 0.8, '60, 10, 2.0, 8, 4.0')
('TPR', 13716.920214416004, -18.04780736, 30, 628.8797855839999, 0.9333333333333333, '120, 24, 2.0, 8, 3.0')
('MGM', 13629.729948318003, -20.616175892, 26, 514.640051682, 0.8461538461538461, '60, 24, 2.0, 8, 5.0')
('LNC', 13557.552254030004, -10.981216916000001, 31, 495.0077459700001, 0.8387096774193549, '120, 16, 2.0, 8, 5.0')
('DISH', 13538.414926331, -17.791684849, 50, 1787.0250736690007, 0.88, '60, 10, 2.0, 8, 5.0')
('LNC', 13520.409475464998, -10.982479164, 34, 540.1705245350001, 0.8529411764705882, '120, 16, 2.0, 8, 4.0')
('DXC', 13481.186481351999, -20.744264282000003, 24, 601.0235186479999, 0.9583333333333334, '120, 24, 2.0, 8, 4.0')
('SEDG', 13436.624325931005, -4.7275616000000005, 24, 108.49567406899997, 0.8333333333333334, '60, 24, 2.0, 8, 5.0')
('TXN', 13317.640999173002, -5.458627796, 41, 236.279000827, 0.9024390243902439, '60, 10, 2.0, 8, 5.0')
('LVS', 13293.325002841002, -2677.371737800001, 29, 542.9049971589999, 0.8620689655172413, '120, 16, 2.0, 8, 5.0')
('HPQ', 13292.414370550981, -653.462460655001, 43, 1036.965629449, 0.8604651162790697, '120, 10, 2.0, 8, 3.0')
('PKI', 12983.052498562996, -2089.6800284500014, 33, 208.70750143699996, 0.8484848484848485, '60, 16, 2.0, 8, 5.0')
('RL', 12966.637831642993, -6.60613493, 49, 377.90216835700005, 0.8367346938775511, '20, 10, 2.0, 8, 3.0')
('HPQ', 12964.754364038992, -21.686441425, 48, 1164.5356359610007, 0.7916666666666666, '60, 10, 2.0, 8, 4.0')
('HPQ', 12911.09463541499, -21.686441425, 33, 819.655364585, 0.7878787878787878, '60, 16, 2.0, 8, 5.0')
('RJF', 12905.181484193783, -13.36641844916, 33, 303.7060158062199, 0.7575757575757576, '120, 16, 2.0, 8, 4.0')
('WHR', 12887.39638422901, -76.31956870499893, 38, 220.81361577099997, 0.7894736842105263, '60, 10, 2.0, 8, 5.0')
('WHR', 12835.536700080003, -567.8012738750004, 35, 202.13329992000004, 0.9142857142857143, '60, 16, 2.0, 8, 3.0')
