('VOO', 4717.610222794, -453.0650957579985, 40, 157.32977720600002, 0.725, '80, 40, 2.0, 8, 2.0')
('QQQ', 4194.835471120007, -539.5602137789979, 19, 80.16452888000002, 0.7894736842105263, '20, 40, 2.0, 8, 4.0')
('VOO', 3914.768011614999, -397.966357547999, 38, 149.45198838500002, 0.6578947368421053, '80, 40, 2.0, 8, 4.0')
('VOO', 3909.177883603999, -397.966357547999, 38, 149.45211639600004, 0.6578947368421053, '80, 40, 2.0, 8, 5.0')
('VOO', 3776.1791284049973, -251.18299701599926, 32, 125.95087159499997, 0.65625, '60, 40, 2.0, 8, 5.0')
('VOO', 3699.8705443550016, -397.966357547999, 38, 149.44945564500003, 0.6578947368421053, '80, 40, 2.0, 8, 3.0')
('SPY', 3622.539397274007, -438.1399121140034, 39, 148.09060272600001, 0.717948717948718, '80, 40, 2.0, 8, 2.0')
('SPY', 3544.775401369998, -96.93287745800725, 62, 233.19459863000003, 0.6774193548387096, '80, 24, 2.0, 8, 2.0')
('QQQ', 3484.507084682004, -181.6384103759994, 19, 80.17291531800001, 0.7894736842105263, '20, 40, 2.0, 8, 3.0')
('SPY', 3330.4260401999954, -97.0644244830024, 59, 221.6639598000001, 0.6610169491525424, '80, 24, 2.0, 8, 5.0')
('SPY', 3248.6943594319973, -267.93574776400175, 33, 125.58564056799996, 0.6666666666666666, '60, 40, 2.0, 8, 5.0')
('QQQ', 3236.5018662040047, -1370.6578306689948, 38, 157.26813379599997, 0.6052631578947368, '80, 40, 2.0, 8, 5.0')
('SPY', 3175.372489554996, -97.0644244830024, 59, 221.66751044500012, 0.6610169491525424, '80, 24, 2.0, 8, 4.0')
('QQQ', 3148.544256533004, -840.4921503739994, 62, 258.13574346699994, 0.6290322580645161, '80, 24, 2.0, 8, 5.0')
('QQQ', 3104.77333618301, -483.53346127199734, 85, 355.106663817, 0.6, '80, 16, 2.0, 8, 5.0')
