('QCOM', 4067.093434266014, -657.0375582130055, 231, 1555.6265657340007, '20, 16, 0.4, 1.0, 4, 8, 0.5')
('GWW', 3889.4475842280217, -181.7142151589994, 305, 1079.5924157720008, '20, 8, 0.2, 1.0, 4, 8, 0.3')
('QCOM', 3823.6196162940064, -842.7291637320055, 231, 1555.6003837060011, '20, 16, 0.4, 1.0, 4, 5, 0.5')
('GWW', 3690.573103880007, -259.2294634090002, 356, 1263.0268961200006, '30, 16, 0.2, 1.0, 4, 8, 0.3')
('NXPI', 3557.8582262610053, -65.5422598570001, 297, 1665.8117737389973, '20, 16, 0.2, 1.0, 4, 5, 0.5')
('GWW', 3367.831576594027, -100.77606868499957, 306, 1083.1884234060003, '20, 8, 0.2, 1.0, 4, 5, 0.3')
('GWW', 3253.4262571650224, -437.12341136099957, 338, 1198.0337428350003, '20, 16, 0.2, 1.0, 4, 8, 0.3')
('QCOM', 3246.8602993120153, -576.1590246930042, 278, 1868.5597006880012, '20, 16, 0.3, 1.0, 4, 8, 0.5')
('NFLX', 3200.274105343033, -415.35196336398866, 288, 1166.905894657001, '20, 10, 0.2, 1.0, 4, 8, 0.2')
('NXPI', 3192.516322241004, -190.5979977189928, 245, 1366.5836777589984, '30, 8, 0.3, 1.0, 4, 5, 0.5')
('NXPI', 3192.516322241004, -190.5979977189928, 245, 1366.5836777589984, '30, 8, 0.4, 1.0, 4, 5, 0.5')
('NXPI', 3138.9247073039983, -608.6011625099984, 316, 1768.5852926959992, '40, 16, 0.3, 1.0, 4, 5, 0.5')
('QCOM', 3117.5219638850112, -624.9746153060076, 231, 1555.6780361150009, '20, 16, 0.4, 1.0, 4, 8, 0.3')
('NFLX', 3106.037654112028, -607.8306660869926, 286, 1158.3923458880015, '20, 10, 0.2, 1.0, 4, 8, 0.3')
('NXPI', 3055.174903109004, -261.5199965989981, 329, 1837.6050968909974, '30, 16, 0.2, 1.0, 4, 5, 0.5')
('QCOM', 3046.9946152130165, -551.5163049469982, 309, 2079.205384787002, '20, 10, 0.2, 1.0, 4, 8, 0.5')
('GWW', 3033.1781810220036, -181.7128848979994, 304, 1075.9118189780002, '20, 8, 0.2, 1.0, 4, 8, 0.5')
('NFLX', 3008.244462611026, -334.8436568959935, 288, 1166.915537389001, '20, 10, 0.2, 1.0, 4, 5, 0.2')
('NFLX', 2796.2614331750174, -904.1884081109891, 281, 1139.0285668250015, '20, 10, 0.2, 1.0, 4, 8, 0.5')
('WBD', 2677.9470563829896, -3142.6619692699974, 480, 9237.242943616999, '30, 16, 0.2, 1.0, 8, 8, 0.5')
('NFLX', 2646.0613174890277, -470.35712006299906, 287, 1161.9386825110012, '20, 10, 0.2, 1.0, 4, 5, 0.3')
('PYPL', 2632.472896952002, -600.9417453779961, 285, 2062.257103048, '20, 10, 0.2, 1.0, 4, 8, 0.5')
('WBD', 2477.153240101996, -3246.2540743790046, 481, 9443.396759898, '40, 16, 0.2, 1.0, 8, 8, 0.5')
('PYPL', 2449.044939877008, -990.5109372889914, 290, 2114.175060122999, '20, 16, 0.2, 1.0, 4, 8, 0.5')
('PYPL', 2398.085268333004, -4.54600984, 300, 2199.404731666999, '30, 8, 0.2, 1.0, 4, 8, 0.5')
('GEHC', 2148.676330940999, -13.774171685999999, 17, 218.77366905899993, '40, 16, 0.2, 1.0, 8, 5, 0.3')
('GEHC', 2127.4771726689996, -13.774171685999999, 12, 161.12282733099997, '40, 16, 0.2, 1.0, 12, 5, 0.3')
('PYPL', 2089.3393356120296, -587.2932017879898, 331, 2436.4706643880027, '30, 16, 0.2, 1.0, 4, 8, 0.5')
('GEHC', 2029.8194090829988, -13.774171685999999, 12, 161.12059091699996, '40, 16, 0.2, 1.0, 12, 5, 0.2')
('GEHC', 2026.8191215349989, -13.774171685999999, 17, 218.77087846499992, '40, 16, 0.2, 1.0, 8, 5, 0.2')
('GEHC', 1998.1323556210004, -13.774171685999999, 11, 147.50764437899997, '40, 16, 0.2, 1.0, 12, 5, 0.5')
('PYPL', 1924.5113010250038, -4.663645186, 28, 209.30869897499994, '30, 16, 0.3, 1.0, 8, 5, 0.3')
('GOOGL', 1572.614407864228, -445.841896797753, 290, 2162.8960921357493, '30, 10, 0.2, 1.0, 4, 8, 0.5')
('WBD', 1556.086065385999, -4383.927950719994, 488, 9378.993934614002, '30, 16, 0.2, 1.0, 8, 8, 0.2')
('GOOGL', 1362.0315428081512, -348.69549880820153, 234, 1753.6269571918513, '30, 16, 0.4, 1.0, 4, 8, 0.3')
('WBD', 1351.0331389109933, -4696.8569909570015, 531, 10171.026861088994, '30, 16, 0.3, 1.0, 8, 5, 0.2')
('WBD', 1274.3007024109927, -4459.341384280996, 483, 9277.469297588998, '30, 16, 0.2, 1.0, 8, 8, 0.3')
('TXN', 824.8576513429982, -211.44801825499772, 27, 154.91234865700002, '40, 10, 0.2, 1.0, 8, 8, 0.5')
('GOOGL', 729.8655619943438, -348.69549880820153, 292, 2177.7394380056494, '30, 10, 0.2, 1.0, 4, 8, 0.3')
('GOOGL', 581.0684050849499, -7.25999963195, 11, 82.72009491504998, '30, 8, 0.2, 1.0, 8, 8, 0.5')
('TXN', 552.5149422729967, -211.44875998599773, 27, 154.91505772700003, '40, 10, 0.2, 1.0, 8, 8, 0.3')
('TXN', 521.3748383069955, -153.94789047300023, 27, 154.91516169300002, '40, 10, 0.2, 1.0, 8, 5, 0.5')
('GOOGL', 497.8303057447516, -7.26100237715, 11, 82.72019425525, '30, 8, 0.2, 1.0, 8, 5, 0.5')
