('QQQ', 741.5403727579977, -248.44915182499835, 39, 161.389627242, 0.6666666666666666, '40, 16, 0.2, 1.0, 4, 8, 0.2')
('SPY', 505.8711617609947, -21.442459500999977, 29, 108.82883823899999, 0.6551724137931034, '30, 10, 0.2, 1.0, 4, 5, 0.2')
('VOO', 437.0539550380028, -62.08597759199958, 32, 124.34604496200001, 0.625, '30, 10, 0.2, 1.0, 4, 5, 0.2')
('SPY', 623.4685621529977, -21.442459500999977, 29, 108.83143784699999, 0.6206896551724138, '30, 10, 0.2, 1.0, 4, 5, 0.5')
('SPY', 564.3697937149989, -21.442459500999977, 29, 108.83020628499997, 0.6206896551724138, '30, 10, 0.2, 1.0, 4, 5, 0.3')
('VOO', 474.400352639001, -62.08597759199958, 32, 124.349647361, 0.59375, '30, 10, 0.2, 1.0, 4, 5, 0.5')
('VOO', 433.29200395800336, -62.08597759199958, 32, 124.34799604200002, 0.59375, '30, 10, 0.2, 1.0, 4, 5, 0.3')
('QQQ', 674.1261361549949, -20.95761879099731, 29, 118.48386384499999, 0.5862068965517241, '30, 16, 0.3, 1.0, 4, 5, 0.5')
('SPY', 371.82755483099817, -21.442459500999977, 24, 90.09244516899997, 0.5833333333333334, '30, 16, 0.4, 1.0, 4, 5, 0.5')
('SPY', 369.1674939169984, -21.442459500999977, 24, 90.09250608299996, 0.5833333333333334, '30, 16, 0.4, 1.0, 4, 5, 0.3')
('QQQ', 879.2557627019986, -137.82104756399835, 43, 178.32423729800004, 0.5813953488372093, '30, 16, 0.2, 1.0, 4, 5, 0.5')
('QQQ', 738.2654226369997, -137.82104756399835, 43, 178.32457736299997, 0.5813953488372093, '30, 16, 0.2, 1.0, 4, 5, 0.3')
('QQQ', 815.8475089629994, -55.76457806499848, 46, 190.51249103700002, 0.5652173913043478, '40, 16, 0.2, 1.0, 4, 5, 0.5')
('VOO', 346.3308451120012, -139.63916528799277, 41, 159.13915488800004, 0.5609756097560976, '40, 10, 0.2, 1.0, 4, 5, 0.5')
('VOO', 388.5974143349946, -100.7536496760023, 39, 151.442585665, 0.5384615384615384, '20, 16, 0.2, 1.0, 4, 5, 0.5')
